id,statement,statement_originator,model,fact1,fact1_label,fact2,fact2_label,fact3,fact3_label,chosen_fact,chosen_fact_label,chosen_fact_score,statement_verification_label,statement_verification_justification,original_true_false
317,"George Allen voted for budgets that increased the national debt by $16,400 for every second he served in the U.S. Senate.",Jamie Radtke,models/gemini-2.5-pro,George Allen served in the U.S. Senate.,high,The national debt increased during his time in the U.S. Senate.,high,"The debt increase equaled $16,400 for every second he served.",medium,George Allen served in the U.S. Senate.,high,98,Likely false,The rate is inaccurate and linking the entire debt increase solely to his votes is misleading.,True
318,"""Says authorities found 39 children in a double wide trailer in Georgia and it's not the biggest news story in America.""",Facebook posts,models/gemini-2.5-pro,Authorities found 39 children.,high,The children were found in a double wide trailer.,medium,The event occurred in Georgia.,high,Authorities found 39 children.,high,95,Likely false,"This claim is a viral hoax; a real 2018 Georgia case involved eight children, not 39.",False
319,Did not vote for tax increases as a member of the West Miami City Commission.,Marco Rubio,models/gemini-2.5-pro,Marco Rubio was a member of the West Miami City Commission.,high,Rubio served on the commission from 1998 to 2000.,high,Rubio did not vote for tax increases as a city commissioner.,high,Marco Rubio was a member of the West Miami City Commission.,high,100,Verified,Records show he did not vote for property tax increases during his tenure on the commission.,False
320,"Due to U.S. Senate rules, Democrats need ""more than a majority ... to codify Roe vs. Wade.""",Kelda Helen Roys,models/gemini-2.5-pro,U.S. Senate rules can require more than a simple majority vote to pass legislation.,high,Passing a law to codify Roe v. Wade is a stated goal for Democrats.,medium,Democrats would need more than a majority of votes to codify Roe v. Wade.,high,U.S. Senate rules can require more than a simple majority vote to pass legislation.,high,100,Verified,"The Senate filibuster rule requires 60 votes for most legislation, which exceeds a simple majority.",True
321,"Says Mike Pence ""said he won’t debate Kamala Harris.""",Facebook posts,models/gemini-2.5-pro,Mike Pence said he won’t debate Kamala Harris.,high,A debate between Mike Pence and Kamala Harris has been a subject of public discussion.,high,Mike Pence's debate participation was questioned.,medium,Mike Pence said he won’t debate Kamala Harris.,high,95,Likely false,This claim originated from satire; Pence did in fact debate Harris in October 2020.,False
322,"""Pat Toomey advocated for eliminating all corporate taxes.""",Katie McGinty,models/gemini-2.5-pro,Pat Toomey advocated for eliminating all corporate taxes.,high,Pat Toomey was the president of the Club for Growth.,medium,Pat Toomey co-authored a 2009 Wall Street Journal op-ed about tax policy.,medium,Pat Toomey advocated for eliminating all corporate taxes.,high,95,Verified,"In a 2009 op-ed, Toomey wrote the corporate tax should 'ideally... be eliminated altogether.'",True
323,Say a boy was 'caged' in a wire enclosure.,Tweets,models/gemini-2.5-pro,Children at U.S. border facilities have been held in enclosures made of chain-link fencing.,high,News media and politicians have described these enclosures as 'cages'.,high,Such enclosures were used to hold migrant children under both the Obama and Trump administrations.,high,Children at U.S. border facilities have been held in enclosures made of chain-link fencing.,high,98,Verified,The statement's premise is based on documented use of chain-link enclosures for minors at border facilities.,False
324,"Soft-tissue cancer diagnoses have ""climbed through the roof"" in 2021 as a result of COVID-19 vaccines.",Facebook posts,models/gemini-2.5-pro,Soft-tissue cancer diagnoses significantly increased in 2021.,high,There is a causal link between COVID-19 vaccines and soft-tissue cancer.,high,The alleged 2021 increase in soft-tissue cancer was a result of COVID-19 vaccines.,high,Soft-tissue cancer diagnoses significantly increased in 2021.,high,95,Likely false,Scientific evidence and health organizations have found no link between COVID-19 vaccines and cancer.,False
325,"Says unlike Tim Kaine, who ""invested"" in education, Indiana Gov. Mike Pence ""slashed education funding.""",Hillary Clinton,models/gemini-2.5-pro,Mike Pence slashed education funding in Indiana.,high,Governor Pence cut funding for Indiana's state universities.,high,State spending on K-12 education in Indiana increased under Governor Pence.,high,Mike Pence slashed education funding in Indiana.,high,20,Likely false,Overall K-12 education funding and per-pupil spending increased during Pence's governorship in Indiana.,False
326,"""In the United States, 50 percent of social services are provided by the Catholic church.""",Frank Keating,models/gemini-2.5-pro,The Catholic church provides social services in the United States.,low,The Catholic church is a major provider of social services in the US.,medium,50 percent of social services in the United States are provided by the Catholic church.,high,50 percent of social services in the United States are provided by the Catholic church.,high,95,Likely false,"No credible data supports this 50 percent figure, which significantly overstates the Church's extensive social services role.",False
327,"Before ""our last three presidents, you have to go back to the 1800s, early 1800s to find three presidents in a row being consecutively re-elected.""",Joe Scarborough,models/gemini-2.5-pro,"The last three presidents to serve full terms before the current one (Clinton, Bush Jr., Obama) were re-elected.",high,A previous instance of three consecutively re-elected presidents occurred in the early 1800s.,high,No other instance of three consecutively re-elected presidents occurred between the early 1800s and the modern era.,high,"The last three presidents to serve full terms before the current one (Clinton, Bush Jr., Obama) were re-elected.",high,100,Verified,"The prior sequence was Jefferson, Madison, and Monroe, with no similar occurrence in the intervening years.",True
328,"""A tax on soda and juice drinks would disproportionately increase taxes on low-income families in Philadelphia.""",Bernie Sanders,models/gemini-2.5-pro,A tax on soda and juice drinks was implemented in Philadelphia.,high,The tax increases taxes on families.,high,The tax's impact is disproportionate on low-income families.,high,A tax on soda and juice drinks was implemented in Philadelphia.,high,95,Verified,"Studies confirm such consumption taxes are regressive, disproportionately affecting low-income households.",True
329,"In New York state, ""you cannot charge an older person even one dollar more than a younger person"" for health insurance.",Chris Collins,models/gemini-2.5-pro,"In New York state, insurers cannot charge an older person more than a younger person for health insurance.",high,Health insurance pricing in New York state is subject to state-level regulation.,low,The price difference for health insurance between older and younger people is regulated in New York state.,medium,"In New York state, insurers cannot charge an older person more than a younger person for health insurance.",high,98,Verified,"New York law requires community rating, which prohibits insurers from varying premiums based on age.",True
330,"""The average cost for health insurance in Florida went from about $600 a month for an individual to about $150 a month.""",Charlie Crist,models/gemini-2.5-pro,The average cost for health insurance in Florida was about $600 a month for an individual.,high,The average cost for health insurance in Florida became about $150 a month for an individual.,high,The average cost for health insurance in Florida decreased from ~$600/month to ~$150/month.,high,The average cost for health insurance in Florida was about $600 a month for an individual.,high,40,Likely false,"The $600 starting average is exaggerated, making the overall comparison of cost reduction misleading.",False
