id,statement,statement_originator,model,fact1,fact1_label,fact2,fact2_label,fact3,fact3_label,chosen_fact,chosen_fact_label,chosen_fact_score,statement_verification_label,statement_verification_justification,original_true_false
347,"Barnes & Noble and Target have the book ""If You Give a Pig the White House"" in their children’s sections.",Viral image,mistralai/Mistral-7B-Instruct-v0.2,,,,,,,,,0,Uncertain,JSON parse error from model output.,False
348,"Rick Scott ""has said that he would do away with the Department of Community Affairs.""",Alex Sink,mistralai/Mistral-7B-Instruct-v0.2,Rick Scott has expressed a desire to eliminate the Department of Community Affairs.,high,Rick Scott has stated a position on the Department of Community Affairs.,high,The Department of Community Affairs may be affected by Rick Scott's policies.,medium,Rick Scott has expressed a desire to eliminate the Department of Community Affairs.,high,100,Verified,The statement accurately reflects Alex Sink's claim.,False
349,"""Amazon accepts Dogecoin.""",Viral image,mistralai/Mistral-7B-Instruct-v0.2,Amazon accepts Dogecoin as a form of payment,low,Amazon has a partnership or integration with Dogecoin,medium,Amazon has officially announced accepting Dogecoin,low,Amazon has a partnership or integration with Dogecoin,medium,30,Uncertain,"As of now, there is no official confirmation from Amazon regarding the acceptance of Dogecoin as a form of payment.",False
350,"""I just talked about guns. I told you what my position was, and what I did as governor, the fact that I received the endorsement of the NRA.""",Mitt Romney,mistralai/Mistral-7B-Instruct-v0.2,Mitt Romney talked about guns,high,Mitt Romney stated his position on guns,high,Mitt Romney received the endorsement of the NRA,medium,Mitt Romney talked about guns,high,100,Verified,The statement is directly stated in the quote.,False
351,"Quotes President John F. Kennedy as saying ""If the United States ever experienced [a coup to overthrow the government] it will come from the CIA and not the Pentagon.""",Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,President John F. Kennedy made a statement about a potential coup.,high,The statement by President Kennedy was about a coup.,high,"The potential coup mentioned by Kennedy was said to come from the CIA, not the Pentagon.",high,President John F. Kennedy made a statement about a potential coup.,high,100,Verified,The statement is a direct quote from President John F. Kennedy.,False
352,"Carlos Gimenez ""wants a national database to track you and discriminate against you.""",America First Political Committee,mistralai/Mistral-7B-Instruct-v0.2,Carlos Gimenez wants a national database,high,Carlos Gimenez wants to track individuals,medium,Carlos Gimenez wants to discriminate against individuals,medium,Carlos Gimenez wants a national database,high,100,Uncertain,The statement implies a specific intent (discrimination) without providing clear evidence.,False
353,"The U.S. ""tax rate on successful small businesses is 44.6 percent,"" while the business tax rate in Canada is 15 percent.",Paul Ryan,mistralai/Mistral-7B-Instruct-v0.2,The U.S. tax rate on successful small businesses is 44.6 percent,high,The business tax rate in Canada is 15 percent,high,The difference between the U.S. and Canada's business tax rates,medium,The U.S. tax rate on successful small businesses is 44.6 percent,high,100,Verified,Statement is consistent with the provided fact.,True
354,"""There is a 34 percent increase in violent crime in the state of California. … And that’s just within the last year.""",Duf Sundheim,mistralai/Mistral-7B-Instruct-v0.2,There is a 34 percent increase in violent crime in the state of California.,high,The increase in violent crime occurred within the last year.,medium,The violent crime increase occurred in the state of California.,high,There is a 34 percent increase in violent crime in the state of California.,high,100,Verified,Data from California Department of Justice or FBI Uniform Crime Reporting can be used to verify this claim.,False
355,"The United States has ""one of the highest corporate tax rates in the world.""",Barack Obama,mistralai/Mistral-7B-Instruct-v0.2,The United States has a high corporate tax rate,high,The United States has one of the highest corporate tax rates in the world,high,The specific ranking of the United States' corporate tax rate in the world is not specified,low,The United States has a high corporate tax rate,high,100,Verified,Barack Obama's statement is consistent with the fact that the United States has a high corporate tax rate.,True
356,"""Thirty-four of the last 44 (debt ceiling increases) have been for less than a year. So, this notion that short-term is somehow the exception, it's actually the rule.""",Rob Portman,mistralai/Mistral-7B-Instruct-v0.2,Thirty-four of the last 44 debt ceiling increases have been for less than a year.,high,"This notion that short-term is somehow the exception, it's actually the rule.",medium,There have been 44 debt ceiling increases in total.,medium,Thirty-four of the last 44 debt ceiling increases have been for less than a year.,high,100,Verified,Rob Portman's statement is supported by the data provided.,True
357,"Says the city of Portland has one manager for every six ""front-line"" workers.",Jefferson Smith,mistralai/Mistral-7B-Instruct-v0.2,The city of Portland has a certain number of managers for every six 'front-line' workers.,high,The number of managers in the city of Portland is a certain number.,high,The city of Portland has a certain number of 'front-line' workers.,high,The city of Portland has a certain number of managers for every six 'front-line' workers.,high,100,Uncertain,The statement requires specific data to verify the exact ratio of managers to 'front-line' workers in the city of Portland.,True
358,"""Twitter caught leaking Donald Trump’s private messages in undercover sting.""",Bloggers,mistralai/Mistral-7B-Instruct-v0.2,Twitter caught leaking Donald Trump’s private messages,high,Twitter was involved in an undercover sting,medium,The leaked messages were from Donald Trump,high,Twitter caught leaking Donald Trump’s private messages,high,100,Uncertain,No evidence provided to support this claim.,False
359,"A member of the redistricting commission proposed in Issue 2 ""could accept a bribe from somebody"" and ""couldn’t be removed from this commission.""",Jon Husted,mistralai/Mistral-7B-Instruct-v0.2,A member of the redistricting commission proposed in Issue 2 could accept a bribe,high,A member of the redistricting commission proposed in Issue 2 couldn’t be removed from this commission,medium,,,A member of the redistricting commission proposed in Issue 2 could accept a bribe,high,100,Likely false,"The statement implies that a member of the commission could not be removed if they accept a bribe, which is not necessarily true as laws and regulations would apply.",False
360,"""He (Obama) has done several things well. Most of those things are places where he changed his view from where he had during the campaign. So, for instance, he's left our troops in Iraq and they're being more successful there. He boosted our effort in Afghanistan, which is the right course to take. He did not close Guantanamo, thank heavens.""",Mitt Romney,mistralai/Mistral-7B-Instruct-v0.2,Obama left our troops in Iraq,high,Obama boosted our effort in Afghanistan,high,Obama did not close Guantanamo,medium,Obama left our troops in Iraq,high,100,Verified,Mitt Romney stated that Obama left troops in Iraq.,False
361,"""I know that Hillary on occasion has said — just last year said this (NAFTA) was a boon to the economy.""",Barack Obama,mistralai/Mistral-7B-Instruct-v0.2,Hillary Clinton stated that NAFTA was a boon to the economy,high,Hillary Clinton made this statement last year,medium,Barack Obama knows that Hillary Clinton stated NAFTA was a boon to the economy,high,Hillary Clinton stated that NAFTA was a boon to the economy,high,100,Verified,Statement aligns with fact1,False
362,"""Rhode Island already gets more revenue per capita from gambling than any other state in the country.""",Eugene McKenna,mistralai/Mistral-7B-Instruct-v0.2,Rhode Island gets more revenue per capita from gambling than any other state in the country,high,Rhode Island gets revenue from gambling,high,The amount of revenue per capita from gambling in Rhode Island is the highest in the country,high,Rhode Island gets more revenue per capita from gambling than any other state in the country,high,100,Verified,Data from the National Gambling Impact Study Commission shows Rhode Island consistently ranks among the top states in per capita gambling revenue.,True
363,"A ""study showed as many as one in four people have had a package stolen from their residence.""",Rob Hutton,mistralai/Mistral-7B-Instruct-v0.2,A study was conducted,high,The study showed that one in four people have had a package stolen from their residence,high,The study was conducted by Rob Hutton,low,A study was conducted,high,100,Verified,The statement is consistent with the fact that the study showed one in four people have had a package stolen.,True
