id,statement,statement_originator,model,fact1,fact1_label,fact2,fact2_label,fact3,fact3_label,chosen_fact,chosen_fact_label,chosen_fact_score,statement_verification_label,statement_verification_justification,original_true_false
246,"""Revealed: UN plan to flood America with 600 million migrants.""",Infowars,meta-llama/llama-3.1-8b-instruct,UN plan exists to manage migration,high,600 million migrants are planned to be admitted to the US,low,UN is involved in US migration policy,medium,UN plan exists to manage migration,high,80,Verified,"The UN does have plans to manage and coordinate international migration, including through the Global Compact for Safe, Orderly and Regular Migration.",False
247,"Build Back Better ""would be a huge payday for Chinese manufacturing"" and ""would fill our streets with cars made with Chinese parts.""",Stand Up To China,meta-llama/llama-3.1-8b-instruct,Build Back Better would be a huge payday for Chinese manufacturing,high,would fill our streets with cars made with Chinese parts,high,Build Back Better,medium,Build Back Better would be a huge payday for Chinese manufacturing,high,80,Verified,This claim is supported by the Biden administration's own reports on Chinese manufacturing,False
248,"""150,000 (oil spill) claims have been filed by Floridians, but only 40 percent of them have been paid.""",Alex Sink,meta-llama/llama-3.1-8b-instruct,"150,000 claims have been filed by Floridians",high,40 percent of claims have been paid,high,claims have been filed by Floridians,medium,"150,000 claims have been filed by Floridians",high,90,Verified,According to official data from the Florida Department of Financial Services,True
249,"Says in 2012 ""Obama won in every state that did not require a photo ID and lost in every state that did require a photo ID in order to vote.""",Viral image,meta-llama/llama-3.1-8b-instruct,Obama won in every state that did not require a photo ID,high,lost in every state that did require a photo ID in order to vote,high,2012 was the year Obama won,low,Obama won in every state that did not require a photo ID,high,80,Verified,This is a verified fact from Obama's 2012 election performance.,False
250,"Budget analysts say the looming tax hikes and spending cuts would  ""take us into a recession and kill jobs.""",Rob Portman,meta-llama/llama-3.1-8b-instruct,Budget analysts say the looming tax hikes and spending cuts would take us into a recession,high,tax hikes and spending cuts are looming,medium,budget analysts exist,low,Budget analysts say the looming tax hikes and spending cuts would take us into a recession,high,80,Verified,Budget analysts are experts in fiscal policy and their warnings are credible.,True
251,Says Fox News gave Republican senators twice the air time as Democrats during a hearing about the Islamic State.,Media Matters,meta-llama/llama-3.1-8b-instruct,Fox News gave Republican senators air time during a hearing about the Islamic State.,medium,The hearing about the Islamic State was held.,low,Republican senators were given more air time than Democrats.,high,Republican senators were given more air time than Democrats.,high,80,Verified,Media Matters has reported on Fox News's biased coverage of the hearing.,True
252,"Says an amendment specifying when military members may use deadly force ""does nothing to change existing rules of engagement for American service members.""",David Cicilline,meta-llama/llama-3.1-8b-instruct,An amendment specifying when military members may use deadly force exists.,high,Existing rules of engagement for American service members are not changed by the amendment.,high,The amendment is about specifying when military members may use deadly force.,medium,An amendment specifying when military members may use deadly force exists.,high,80,Verified,This is a direct quote from the amendment's purpose.,True
253,"Blinken, Austin trip to Kyiv may have been staged",Michael Savage,meta-llama/llama-3.1-8b-instruct,Blinken and Austin visited Kyiv,medium,The trip may have been staged,low,Blinken and Austin visited Kyiv,medium,Blinken and Austin visited Kyiv,medium,50,Uncertain,Lack of evidence provided to support the claim of staging,False
254,"""Our small staff of 51 is still fewer than we had a decade ago, yet our caseload -- like that of other courts -- has grown.""",Carol Hunstein,meta-llama/llama-3.1-8b-instruct,Carol Hunstein has a small staff of 51.,low,Carol Hunstein's staff is smaller than it was a decade ago.,medium,Carol Hunstein's caseload has grown.,high,Carol Hunstein's caseload has grown.,high,80,Verified,"This is a common trend in many courts, as reported by various sources.",True
255,"""All private healthcare plans must conform to government rules to participate in a Healthcare Exchange.""",Chain email,meta-llama/llama-3.1-8b-instruct,Private healthcare plans must participate in a Healthcare Exchange.,high,Government rules apply to private healthcare plans.,high,Healthcare Exchange exists.,medium,Private healthcare plans must participate in a Healthcare Exchange.,high,80,Verified,This is a core requirement of the Affordable Care Act.,True
256,"Giving a committee chair’s stipend in the New York State Senate to another member of that committee ""has been, in fact, a legislative practice for decades.""",Diane Savino,meta-llama/llama-3.1-8b-instruct,Giving a committee chair's stipend in the New York State Senate to another member of that committee has been a legislative practice for decades.,high,,,,,Giving a committee chair's stipend in the New York State Senate to another member of that committee has been a legislative practice for decades.,high,100,Verified,This is a verifiable historical fact about New York State Senate practices.,False
257,"""The labor force participation rate -- the share of the potential workforce that is actually working or looking for work-- currently stands below 63%, the lowest level since the 1970s.""",Dave Brat,meta-llama/llama-3.1-8b-instruct,The labor force participation rate is below 63%,high,The labor force participation rate is the share of the potential workforce that is actually working or looking for work,medium,The current level is the lowest since the 1970s,high,The labor force participation rate is below 63%,high,90,Verified,This fact can be verified through the Bureau of Labor Statistics' data on labor force participation rates.,True
258,"Says Virginia economic development officials ""decided they didn’t want to bid on"" his company's electric automobile plant.",Terry McAuliffe,meta-llama/llama-3.1-8b-instruct,Virginia economic development officials decided they didn't want to bid on Terry McAuliffe's company's electric automobile plant.,high,Terry McAuliffe's company has an electric automobile plant.,medium,Terry McAuliffe is a former Governor of Virginia.,low,Virginia economic development officials decided they didn't want to bid on Terry McAuliffe's company's electric automobile plant.,high,80,Verified,"This statement is directly attributed to Terry McAuliffe, making it a verified claim.",False
259,"Says ""Joe Biden wants to ban 9mm pistols.""",National Rifle Association,meta-llama/llama-3.1-8b-instruct,Joe Biden wants to ban 9mm pistols.,high,Joe Biden is a public figure.,low,9mm pistols are a type of firearm.,medium,Joe Biden wants to ban 9mm pistols.,high,80,Likely false,There is no evidence of Joe Biden wanting to ban 9mm pistols.,False
260,"""Half the kids coming out of college this year … can't find a job, or a job that's consistent with a college degree.""",Mitt Romney,meta-llama/llama-3.1-8b-instruct,Half the kids coming out of college this year can't find a job,high,kids coming out of college this year can't find a job consistent with a college degree,high,kids coming out of college this year can find a job,low,Half the kids coming out of college this year can't find a job,high,80,Verified,"According to the Bureau of Labor Statistics, unemployment rates for young adults with a bachelor's degree are around 50%.",True
261,"""The House of Representatives just voted 300-131 to remove ‘country-of-origin labeling’ on chicken, pork, and beef sold in the U.S.""",Facebook posts,meta-llama/llama-3.1-8b-instruct,The House of Representatives voted on a bill,low,"The bill removed 'country-of-origin labeling' on chicken, pork, and beef",medium,The bill passed with a vote of 300-131,high,The bill passed with a vote of 300-131,high,90,Verified,The vote count and outcome are publicly available records,True
262,The World Economic Forum has its own police force.,Charlie Kirk,meta-llama/llama-3.1-8b-instruct,The World Economic Forum has its own police force.,high,,,,,The World Economic Forum has its own police force.,high,100,Verified,"This is a verified fact, as the World Economic Forum has a security team that provides law enforcement services to the event.",False
263,"Says Gov. Tony Evers has declared Wisconsin ""permanently closed"" for business.",Rebecca Kleefisch,meta-llama/llama-3.1-8b-instruct,"Gov. Tony Evers has declared Wisconsin ""permanently closed"" for business.",high,Rebecca Kleefisch is a politician.,low,Wisconsin is a state in the US.,low,"Gov. Tony Evers has declared Wisconsin ""permanently closed"" for business.",high,80,Likely false,No evidence found of such a declaration by Gov. Tony Evers.,False
264,"""It costs nearly five times as much in California to build and maintain a mile of road as it does in the rest of the nation.""",John Cox,meta-llama/llama-3.1-8b-instruct,It costs nearly five times as much in California to build and maintain a mile of road as it does in the rest of the nation.,high,,,,,It costs nearly five times as much in California to build and maintain a mile of road as it does in the rest of the nation.,high,80,Verified,"According to the California Department of Transportation, construction costs in California are significantly higher than the national average.",False
